/home/eduardburlacu/miniconda3/bin/conda run -n fedprox --no-capture-output python /home/eduardburlacu/Inference/code.py 
+---------------------------------------------------+
|             train/test log likelihood             |
+-------+---------------------+---------------------+
| # it. |      train loss     |      test loss      |
|  1065 | -0.24015361223476972 | -0.2777978326317708  |
|  1066 | -0.24011463902087704 | -0.27775802125227306 |
|  1067 | -0.24007572699165813 | -0.2777182670814837  |
|  1068 | -0.2400368760049649  | -0.2776785700066216  |
|  1069 | -0.23999808591908725 | -0.27763892991519246 |
|  1070 | -0.23995935659275167 | -0.27759934669498926 |
|  1071 | -0.23992068788511986 |  -0.27755982023409   |
|  1072 | -0.2398820796557868  | -0.27752035042085765 |
|  1073 | -0.23984353176477918 | -0.2774809371439381  |
|  1074 | -0.23980504407255346 | -0.2774415802922614  |
|  1075 | -0.23976661643999464 | -0.2774022797550388  |
|  1076 | -0.23972824872841447 | -0.27736303542176305 |
|  1077 | -0.2396899407995493  | -0.27732384718220665 |
|  1078 | -0.23965169251555932 | -0.2772847149264217  |
|  1079 | -0.23961350373902623 | -0.27724563854473955 |
|  1080 |  -0.239575374332952  | -0.2772066179277686  |
|  1081 | -0.2395373041607572  | -0.27716765296639356 |
|  1082 | -0.23949929308627887 | -0.2771287435517766  |
|  1083 |  -0.23946134097377   | -0.2770898895753535  |
|  1084 | -0.23942344768789695 | -0.27705109092883523 |
|  1085 | -0.2393856130937382  | -0.27701234750420567 |
|  1086 |  -0.239347837056783  | -0.27697365919372197 |
|  1087 | -0.2393101194429294  | -0.2769350258899123  |
|  1088 | -0.2392724601184831  | -0.27689644748557607 |
|  1089 | -0.2392348589501555  | -0.27685792387378283 |
|  1090 | -0.23919731580506245 | -0.2768194549478714  |
|  1091 | -0.2391598305507226  | -0.2767810406014487  |
|  1092 | -0.23912240305505572 | -0.27674268072838987 |
|  1093 | -0.2390850331863815  | -0.2767043752228361  |
|  1094 | -0.23904772081341785 | -0.2766661239791954  |
|  1095 | -0.23901046580527904 | -0.2766279268921403  |
|  1096 | -0.23897326803147514 | -0.2765897838566074  |
|  1097 | -0.2389361273619093  | -0.27655169476779784 |
|  1098 | -0.23889904366687745 | -0.2765136595211747  |
|  1099 | -0.23886201681706587 | -0.2764756780124631  |
|  1100 | -0.23882504668355017 | -0.27643775013764965 |
|  1101 | -0.23878813313779382 | -0.2763998757929811  |
|  1102 | -0.23875127605164653 | -0.2763620548749632  |
|  1103 | -0.23871447529734277 | -0.27632428728036107 |
|  1104 | -0.23867773074750076 | -0.27628657290619785 |
|  1105 | -0.23864104227512023 | -0.2762489116497534  |
|  1106 | -0.23860440975358188 | -0.2762113034085645  |
|  1107 | -0.23856783305664508 | -0.27617374808042283 |
|  1108 | -0.23853131205844705 | -0.2761362455633751  |
|  1109 | -0.23849484663350143 | -0.2760987957557227  |
|  1110 | -0.23845843665669658 | -0.2760613985560196  |
|  1111 | -0.23842208200329407 | -0.2760240538630727  |
|  1112 | -0.23838578254892773 | -0.27598676157594015 |
|  1113 | -0.23834953816960208 | -0.27594952159393155 |
|  1114 | -0.23831334874169063 | -0.27591233381660624 |
|  1115 |  -0.238277214141935  | -0.2758751981437734  |
|  1116 | -0.2382411342474434  | -0.27583811447549134 |
|  1117 | -0.2382051089356888  | -0.2758010827120649  |
|  1118 | -0.2381691380845082  | -0.2757641027540476  |
|  1119 | -0.2381332215721011  | -0.27572717450223844 |
|  1120 | -0.2380973592770277  | -0.2756902978576826  |
|  1121 | -0.23806155107820828 |  -0.27565347272167   |
|  1122 | -0.23802579685492142 | -0.27561669899573504 |
|  1123 | -0.2379900964868027  | -0.27557997658165495 |
|  1124 | -0.23795444985384312 | -0.27554330538145066 |
|  1125 | -0.2379188568363889  | -0.27550668529738415 |
|  1126 | -0.2378833173151386  | -0.2754701162319595  |
|  1127 | -0.23784783117114278 | -0.27543359808792056 |
|  1128 | -0.23781239828580264 | -0.27539713076825173 |
|  1129 | -0.23777701854086852 | -0.2753607141761759  |
|  1130 | -0.2377416918184384  | -0.2753243482151547  |
|  1131 | -0.23770641800095738 | -0.27528803278888736 |
|  1132 | -0.23767119697121517 | -0.27525176780131005 |
|  1133 | -0.23763602861234637 | -0.27521555315659496 |
|  1134 | -0.2376009128078278  | -0.2751793887591504  |
|  1135 | -0.23756584944147804 | -0.2751432745136188  |
|  1136 | -0.23753083839745592 |  -0.275107210324877  |
|  1137 | -0.2374958795602594  | -0.2750711960980352  |
|  1138 | -0.23746097281472386 | -0.2750352317384366  |
|  1139 | -0.23742611804602165 | -0.27499931715165554 |
|  1140 | -0.23739131513966044 | -0.27496345224349933 |
|  1141 | -0.23735656398148136 |  -0.274927636920004  |
|  1142 | -0.23732186445765918 | -0.2748918710874365  |
|  1143 | -0.2372872164546999  | -0.2748561546522935  |
|  1144 | -0.23725261985944002 | -0.2748204875212988  |
|  1145 | -0.2372180745590454  |  -0.274784869601405  |
|  1146 | -0.23718358044100968 | -0.2747493007997927  |
|  1147 | -0.23714913739315344 | -0.27471378102386723 |
|  1148 | -0.2371147453036231  | -0.27467831018126077 |
|  1149 | -0.23708040406088912 | -0.2746428881798309  |
|  1150 | -0.23704611355374552 | -0.27460751492765884 |
|  1151 | -0.2370118736713085  | -0.27457219033305047 |
|  1152 | -0.23697768430301486 | -0.27453691430453414 |
|  1153 | -0.2369435453386214  | -0.2745016867508613  |
|  1154 | -0.23690945666820348 | -0.2744665075810048  |
|  1155 | -0.2368754181821539  | -0.2744313767041591  |
|  1156 | -0.23684142977118178 | -0.2743962940297388  |
|  1157 | -0.23680749132631132 | -0.27436125946737805 |
|  1158 | -0.23677360273888073 | -0.27432627292693107 |
|  1159 | -0.23673976390054116 | -0.2742913343184696  |
|  1160 | -0.23670597470325558 | -0.27425644355228446 |
|  1161 | -0.23667223503929746 | -0.2742216005388829  |
|  1162 | -0.23663854480124985 | -0.2741868051889888  |
|  1163 |  -0.236604903882004  | -0.2741520574135422  |
|  1164 | -0.2365713121747588  | -0.2741173571236989  |
|  1165 | -0.23653776957301903 | -0.2740827042308285  |
|  1166 | -0.23650427597059454 | -0.2740480986465153  |
|  1167 | -0.23647083126159946 | -0.27401354028255687 |
|  1168 | -0.23643743534045028 | -0.27397902905096366 |
|  1169 | -0.23640408810186592 |  -0.273944564863958  |
|  1170 | -0.23637078944086554 | -0.27391014763397387 |
|  1171 | -0.2363375392527682  | -0.27387577727365636 |
|  1172 | -0.23630433743319132 | -0.2738414536958608  |
|  1173 | -0.2362711838780501  |  -0.273807176813652  |
|  1174 | -0.23623807848355585 | -0.27377294654030393 |
|  1175 | -0.23620502114621567 | -0.27373876278929915 |
|  1176 | -0.23617201176283056 | -0.27370462547432767 |
|  1177 | -0.23613905023049508 | -0.2736705345092872  |
|  1178 |  -0.236106136446596  | -0.27363648980828154 |
|  1179 | -0.23607327030881117 | -0.2736024912856211  |
|  1180 | -0.23604045171510876 | -0.2735685388558209  |
|  1181 | -0.23600768056374577 | -0.27353463243360143 |
|  1182 | -0.23597495675326774 | -0.27350077193388694 |
|  1183 | -0.2359422801825069  | -0.2734669572718056  |
|  1184 | -0.2359096507505818  | -0.2734331883626884  |
|  1185 | -0.23587706835689595 | -0.2733994651220687  |
|  1186 | -0.23584453290113674 | -0.2733657874656815  |
|  1187 | -0.23581204428327485 | -0.2733321553094633  |
|  1188 | -0.23577960240356297 | -0.2732985685695511  |
|  1189 | -0.23574720716253453 | -0.2732650271622823  |
|  1190 | -0.23571485846100337 | -0.27323153100419295 |
|  1191 | -0.23568255620006223 | -0.27319808001201823 |
|  1192 | -0.23565030028108183 | -0.27316467410269246 |
|  1193 | -0.23561809060571023 | -0.2731313131933465  |
|  1194 | -0.23558592707587142 | -0.2730979972013092  |
|  1195 | -0.23555380959376443 | -0.27306472604410514 |
|  1196 | -0.23552173806186275 | -0.27303149963945567 |
|  1197 | -0.23548971238291302 |  -0.272998317905277  |
|  1198 | -0.23545773245993387 | -0.27296518075968057 |
|  1199 | -0.23542579819621562 |  -0.272932088120972  |
|  1200 | -0.23539390949531858 | -0.27289903990765024 |
|  1201 | -0.23536206626107287 | -0.27286603603840776 |
|  1202 | -0.23533026839757681 | -0.27283307643212984 |
|  1203 | -0.23529851580919608 | -0.2728001610078929  |
|  1204 | -0.23526680840056335 |  -0.272767289684966  |
|  1205 | -0.23523514607657667 | -0.27273446238280824 |
|  1206 |  -0.235203528742399  | -0.2727016790210694  |
|  1207 | -0.23517195630345689 | -0.27266893951958887 |
|  1208 | -0.23514042866544002 | -0.27263624379839557 |
|  1209 | -0.2351089457342998  | -0.2726035917777068  |
|  1210 | -0.23507750741624903 | -0.27257098337792857 |
|  1211 | -0.2350461136177603  | -0.27253841851965377 |
|  1212 | -0.2350147642455656  |  -0.272505897123663  |
|  1213 | -0.2349834592066555  | -0.2724734191109231  |
|  1214 | -0.23495219840827766 |  -0.272440984402587  |
|  1215 | -0.23492098175793644 | -0.2724085929199925  |
|  1216 | -0.23488980916339203 | -0.2723762445846634  |
|  1217 | -0.2348586805326591  | -0.2723439393183071  |
|  1218 | -0.2348275957740068  | -0.2723116770428149  |
|  1219 | -0.23479655479595657 | -0.27227945768026196 |
|  1220 | -0.23476555750728223 | -0.2722472811529056  |
|  1221 | -0.2347346038170094  | -0.2722151473831856  |
|  1222 | -0.23470369363441343 | -0.27218305629372397 |
|  1223 | -0.2346728268690198  | -0.27215100780732304 |
|  1224 | -0.2346420034306022  | -0.2721190018469667  |
|  1225 | -0.23461122322918243 | -0.27208703833581843 |
|  1226 | -0.23458048617502933 | -0.2720551171972218  |
|  1227 | -0.23454979217865765 | -0.2720232383546992  |
|  1228 | -0.23451914115082764 | -0.2719914017319518  |
|  1229 | -0.23448853300254402 | -0.2719596072528587  |
|  1230 | -0.23445796764505492 | -0.2719278548414771  |
|  1231 | -0.23442744498985135 | -0.27189614442204096 |
|  1232 | -0.23439696494866627 | -0.2718644759189605  |
|  1233 | -0.23436652743347397 | -0.2718328492568226  |
|  1234 | -0.2343361323564887  | -0.27180126436038954 |
|  1235 | -0.23430577963016438 | -0.2717697211545985  |
|  1236 | -0.23427546916719355 | -0.2717382195645618  |
|  1237 | -0.2342452008805064  | -0.27170675951556506 |
|  1238 | -0.2342149746832706  | -0.27167534093306783 |
|  1239 | -0.23418479048888977 | -0.27164396374270294 |
|  1240 | -0.23415464821100274 | -0.2716126278702757  |
|  1241 | -0.23412454776348335 | -0.2715813332417636  |
|  1242 | -0.23409448906043914 | -0.2715500797833151  |
|  1243 | -0.23406447201621053 | -0.2715188674212509  |
|  1244 | -0.23403449654537029 | -0.27148769608206136 |
|  1245 | -0.2340045625627227  | -0.2714565656924075  |
|  1246 | -0.23397466998330266 | -0.27142547617912016 |
|  1247 | -0.23394481872237483 | -0.2713944274691987  |
|  1248 |  -0.233915008695433  | -0.27136341948981174 |
|  1249 | -0.2338852398181997  | -0.27133245216829605 |
|  1250 | -0.2338555120066244  |  -0.271301525432156  |
|  1251 | -0.23382582517688363 | -0.27127063920906375 |
|  1252 | -0.2337961792453802  | -0.2712397934268569  |
|  1253 | -0.2337665741287417  | -0.2712089880135408  |
|  1254 | -0.23373700974382047 | -0.2711782228972864  |
|  1255 | -0.23370748600769273 | -0.2711474980064292  |
|  1256 | -0.23367800283765747 |  -0.271116813269471  |
|  1257 | -0.23364856015123592 | -0.2710861686150764  |
|  1258 | -0.2336191578661709  | -0.2710555639720752  |
|  1259 | -0.23358979590042608 | -0.27102499926946055 |
|  1260 | -0.23356047417218492 | -0.27099447443638824 |
|  1261 | -0.23353119259985028 | -0.27096398940217686 |
|  1262 | -0.2335019511020435  | -0.27093354409630743 |
|  1263 | -0.2334727495976037  | -0.2709031384484219  |
|  1264 | -0.23344358800558734 | -0.2708727723883246  |
|  1265 | -0.23341446624526682 | -0.2708424458459794  |
|  1266 | -0.23338538423613037 | -0.2708121587515113  |
|  1267 | -0.23335634189788115 | -0.27078191103520505 |
|  1268 | -0.23332733915043657 | -0.2707517026275047  |
|  1269 | -0.2332983759139271  |  -0.270721533459013  |
|  1270 | -0.23326945210869673 | -0.27069140346049186 |
|  1271 | -0.23324056765530066 | -0.2706613125628606  |
|  1272 | -0.23321172247450608 | -0.2706312606971967  |
|  1273 | -0.23318291648729056 | -0.27060124779473455 |
|  1274 | -0.2331541496148414  | -0.2705712737868652  |
|  1275 | -0.2331254217785557  | -0.2705413386051367  |
|  1276 | -0.23309673290003846 |  -0.270511442181252  |
|  1277 | -0.23306808290110323 |  -0.27048158444707   |
|  1278 | -0.23303947170377015 | -0.2704517653346046  |
|  1279 | -0.2330108992302659  | -0.2704219847760243  |
|  1280 | -0.23298236540302356 | -0.2703922427036516  |
|  1281 | -0.23295387014468052 | -0.27036253904996277 |
|  1282 | -0.23292541337807904 | -0.2703328737475874  |
|  1283 | -0.23289699502626512 | -0.27030324672930767 |
|  1284 | -0.23286861501248787 | -0.27027365792805874 |
|  1285 | -0.23284027326019877 | -0.2702441072769274  |
|  1286 | -0.23281196969305099 | -0.2702145947091516  |
|  1287 | -0.23278370423489875 | -0.27018512015812135 |
|  1288 | -0.23275547680979705 | -0.27015568355737657 |
|  1289 | -0.2327272873420002  | -0.27012628484060813 |
|  1290 | -0.23269913575596202 | -0.27009692394165635 |
|  1291 | -0.2326710219763345  | -0.2700676007945114  |
|  1292 | -0.2326429459279674  | -0.27003831533331185 |
|  1293 | -0.23261490753590797 | -0.27000906749234566 |
|  1294 | -0.23258690672539964 | -0.2699798572060487  |
|  1295 | -0.2325589434218819  | -0.26995068440900466 |
|  1296 | -0.23253101755098948 | -0.26992154903594495 |
|  1297 | -0.23250312903855147 | -0.2698924510217472  |
|  1298 | -0.23247527781059107 | -0.2698633903014365  |
|  1299 | -0.23244746379332498 | -0.26983436681018325 |
|  1300 | -0.23241968691316203 | -0.26980538048330477 |
|  1301 | -0.23239194709670374 | -0.2697764312562627  |
|  1302 | -0.23236424427074276 | -0.26974751906466465 |
|  1303 | -0.2323365783622625  | -0.26971864384426186 |
|  1304 | -0.23230894929843654 | -0.26968980553094984 |
|  1305 | -0.2322813570066283  | -0.2696610040607689  |
|  1306 | -0.23225380141438984 | -0.2696322393699015  |
|  1307 | -0.23222628244946159 | -0.2696035113946737  |
|  1308 | -0.23219880003977175 | -0.26957482007155426 |
|  1309 | -0.23217135411343592 | -0.26954616533715386 |
|  1310 | -0.23214394459875567 | -0.2695175471282248  |
|  1311 |  -0.232116571424219  | -0.26948896538166156 |
|  1312 | -0.23208923451849864 | -0.2694604200344988  |
|  1313 | -0.23206193381045256 | -0.2694319110239125  |
|  1314 | -0.23203466922912255 | -0.2694034382872181  |
|  1315 | -0.23200744070373397 |  -0.269375001761872  |
|  1316 |  -0.231980248163695  | -0.26934660138546895 |
|  1317 | -0.2319530915385964  | -0.26931823709574343 |
|  1318 | -0.23192597075821034 | -0.2692899088305688  |
|  1319 | -0.2318988857524903  | -0.2692616165279564  |
|  1320 | -0.23187183645157028 | -0.2692333601260555  |
|  1321 | -0.23184482278576446 | -0.26920513956315306 |
|  1322 | -0.2318178446855662  | -0.2691769547776735  |
|  1323 | -0.23179090208164752 | -0.2691488057081777  |
|  1324 | -0.23176399490485927 | -0.2691206922933629  |
|  1325 | -0.23173712308622946 | -0.2690926144720632  |
|  1326 | -0.23171028655696319 | -0.2690645721832475  |
|  1327 | -0.2316834852484427  | -0.26903656536602055 |
|  1328 | -0.23165671909222546 | -0.26900859395962157 |
|  1329 | -0.23162998802004486 | -0.26898065790342524 |
|  1330 | -0.23160329196380897 | -0.2689527571369399  |
|  1331 | -0.23157663085560007 | -0.26892489159980765 |
|  1332 | -0.2315500046276742  | -0.2688970612318041  |
|  1333 | -0.23152341321246084 | -0.26886926597283844 |
|  1334 | -0.23149685654256175 | -0.26884150576295274 |
|  1335 | -0.2314703345507509  | -0.2688137805423205  |
|  1336 | -0.2314438471699738  | -0.2687860902512482  |
|  1337 | -0.2314173943333471  | -0.2687584348301739  |
|  1338 | -0.23139097597415745 | -0.26873081421966666 |
|  1339 | -0.23136459202586185 | -0.2687032283604265  |
|  1340 | -0.2313382424220864  | -0.2686756771932843  |
|  1341 | -0.23131192709662618 | -0.2686481606592015  |
|  1342 | -0.23128564598344425 | -0.2686206786992688  |
|  1343 | -0.2312593990166719  | -0.2685932312547069  |
|  1344 | -0.23123318613060703 | -0.2685658182668658  |
|  1345 | -0.23120700725971485 | -0.26853843967722396 |
|  1346 | -0.2311808623386262  | -0.2685110954273887  |
|  1347 | -0.2311547513021379  | -0.26848378545909546 |
|  1348 | -0.23112867408521173 | -0.26845650971420715 |
|  1349 | -0.23110263062297398 | -0.2684292681347148  |
|  1350 | -0.2310766208507153  | -0.2684020606627358  |
|  1351 | -0.2310506447038895  | -0.26837488724051545 |
|  1352 | -0.23102470211811352 | -0.26834774781042403 |
|  1353 | -0.23099879302916715 | -0.26832064231495933 |
|  1354 | -0.2309729173729918  | -0.2682935706967439  |
|  1355 | -0.2309470750856904  | -0.2682665328985263  |
|  1356 | -0.23092126610352715 | -0.2682395288631798  |
|  1357 | -0.23089549036292653 | -0.26821255853370296 |
|  1358 | -0.23086974780047284 | -0.26818562185321804 |
|  1359 | -0.23084403835291034 | -0.2681587187649718  |
|  1360 | -0.2308183619571417  | -0.2681318492123351  |
|  1361 | -0.23079271855022823 | -0.26810501313880136 |
|  1362 | -0.23076710806938971 | -0.26807821048798786 |
|  1363 | -0.23074153045200263 | -0.26805144120363417 |
|  1364 | -0.23071598563560083 | -0.2680247052296025  |
|  1365 | -0.2306904735578749  | -0.2679980025098773  |
|  1366 | -0.23066499415667108 | -0.26797133298856446 |
|  1367 | -0.23063954736999107 | -0.2679446966098912  |
|  1368 | -0.23061413313599197 | -0.2679180933182067  |
|  1369 | -0.23058875139298507 | -0.2678915230579797  |
|  1370 | -0.2305634020794362  | -0.26786498577380075 |
|  1371 | -0.23053808513396423 | -0.2678384814103795  |
|  1372 | -0.23051280049534154 | -0.2678120099125459  |
|  1373 | -0.23048754810249278 | -0.2677855712252493  |
|  1374 | -0.2304623278944951  | -0.26775916529355853 |
|  1375 | -0.23043713981057729 | -0.2677327920626606  |
|  1376 | -0.23041198379011918 | -0.26770645147786176 |
|  1377 | -0.23038685977265141 | -0.2676801434845862  |
|  1378 | -0.2303617676978551  | -0.26765386802837626 |
|  1379 | -0.23033670750556084 | -0.2676276250548916  |
|  1380 | -0.23031167913574882 | -0.2676014145099092  |
|  1381 | -0.23028668252854823 | -0.26757523633932334 |
|  1382 | -0.23026171762423622 | -0.2675490904891445  |
|  1383 | -0.23023678436323824 | -0.2675229769055002  |
|  1384 | -0.23021188268612733 | -0.26749689553463335 |
|  1385 | -0.2301870125336233  | -0.2674708463229029  |
|  1386 | -0.23016217384659285 | -0.2674448292167834  |
|  1387 | -0.23013736656604863 | -0.26741884416286416 |
|  1388 | -0.2301125906331491  | -0.26739289110784964 |
|  1389 | -0.23008784598919774 | -0.2673669699985587  |
|  1390 | -0.23006313257564323 | -0.26734108078192415 |
|  1391 | -0.23003845033407821 | -0.26731522340499364 |
|  1392 | -0.2300137992062396  | -0.2672893978149271  |
|  1393 | -0.22998917913400746 | -0.2672636039589989  |
|  1394 |  -0.229964590059405  | -0.26723784178459603 |
|  1395 | -0.22994003192459822 | -0.26721211123921795 |
|  1396 | -0.22991550467189484 | -0.2671864122704772  |
|  1397 | -0.22989100824374467 | -0.2671607448260976  |
|  1398 | -0.22986654258273873 | -0.26713510885391556 |
|  1399 | -0.22984210763160878 | -0.26710950430187835 |
|  1400 | -0.22981770333322707 |  -0.267083931118045  |
|  1401 | -0.22979332963060586 | -0.26705838925058567 |
|  1402 | -0.22976898646689697 | -0.2670328786477803  |
|  1403 | -0.22974467378539132 | -0.26700739925802003 |
|  1404 | -0.22972039152951848 | -0.26698195102980565 |
|  1405 | -0.22969613964284652 | -0.26695653391174795 |
|  1406 | -0.22967191806908097 | -0.2669311478525672  |
|  1407 | -0.22964772675206546 | -0.2669057928010928  |
|  1408 | -0.22962356563578015 | -0.2668804687062629  |
|  1409 | -0.22959943466434185 | -0.26685517551712457 |
|  1410 | -0.22957533378200368 | -0.2668299131828332  |
|  1411 | -0.2295512629331546  | -0.26680468165265236 |
|  1412 | -0.22952722206231868 | -0.2667794808759528  |
|  1413 | -0.22950321111415534 | -0.2667543108022138  |
|  1414 | -0.22947923003345821 | -0.2667291713810208  |
|  1415 | -0.2294552787651553  |  -0.266704062562067  |
|  1416 | -0.2294313572543081  | -0.26667898429515147 |
|  1417 | -0.22940746544611176 | -0.26665393653018066 |
|  1418 |  -0.229383603285894  | -0.2666289192171665  |
|  1419 | -0.2293597707191155  | -0.2666039323062265  |
|  1420 | -0.22933596769136858 | -0.2665789757475844  |
|  1421 | -0.22931219414837767 | -0.2665540494915686  |
|  1422 | -0.22928845003599832 | -0.26652915348861306 |
|  1423 | -0.22926473530021718 | -0.26650428768925616 |
|  1424 | -0.22924104988715122 | -0.2664794520441407  |
|  1425 | -0.22921739374304784 | -0.26645464650401385 |
|  1426 | -0.22919376681428388 | -0.2664298710197263  |
|  1427 | -0.22917016904736578 |  -0.266405125542233  |
|  1428 | -0.22914660038892887 | -0.26638041002259166 |
|  1429 | -0.22912306078573708 |  -0.266355724411964  |
|  1430 | -0.2290995501846826  | -0.26633106866161305 |
|  1431 | -0.22907606853278534 | -0.26630644272290616 |
|  1432 | -0.22905261577719252 | -0.26628184654731163 |
|  1433 | -0.22902919186517878 | -0.2662572800864005  |
|  1434 | -0.22900579674414515 | -0.2662327432918456  |
|  1435 | -0.22898243036161914 | -0.2662082361154205  |
|  1436 | -0.22895909266525397 | -0.26618375850900117 |
|  1437 | -0.22893578360282846 | -0.26615931042456403 |
|  1438 | -0.2289125031222467  | -0.2661348918141858  |
|  1439 | -0.22888925117153763 | -0.2661105026300442  |
|  1440 | -0.22886602769885422 | -0.26608614282441734 |
|  1441 | -0.22884283265247393 | -0.2660618123496826  |
|  1442 | -0.2288196659807975  | -0.26603751115831736 |
|  1443 | -0.2287965276323494  | -0.2660132392028989  |
|  1444 | -0.22877341755577682 | -0.2659889964361029  |
|  1445 | -0.22875033569984946 | -0.26596478281070446 |
|  1446 | -0.22872728201345932 |  -0.265940598279577  |
|  1447 | -0.22870425644562034 | -0.2659164427956929  |
|  1448 | -0.22868125894546773 | -0.26589231631212207 |
|  1449 | -0.22865828946225794 | -0.26586821878203304 |
|  1450 | -0.22863534794536833 | -0.2658441501586909  |
|  1451 | -0.22861243434429632 | -0.26582011039545933 |
|  1452 | -0.2285895486086598  | -0.2657960994457985  |
|  1453 |  -0.228566690688196  | -0.26577211726326555 |
|  1454 | -0.22854386053276174 | -0.26574816380151434 |
|  1455 | -0.22852105809233259 | -0.2657242390142953  |
|  1456 | -0.2284982833170031  | -0.26570034285545474 |
|  1457 | -0.22847553615698565 | -0.26567647527893506 |
|  1458 | -0.22845281656261102 | -0.2656526362387743  |
|  1459 | -0.22843012448432737 | -0.2656288256891058  |
|  1460 | -0.22840745987270006 | -0.2656050435841582  |
|  1461 | -0.22838482267841134 | -0.26558128987825513 |
|  1462 | -0.22836221285226016 | -0.26555756452581486 |
|  1463 | -0.22833963034516158 | -0.2655338674813499  |
|  1464 | -0.22831707510814653 | -0.2655101986994673  |
|  1465 | -0.22829454709236147 | -0.26548655813486793 |
|  1466 | -0.22827204624906805 | -0.26546294574234636 |
|  1467 | -0.22824957252964292 | -0.2654393614767908  |
|  1468 | -0.22822712588557692 | -0.26541580529318215 |
|  1469 | -0.2282047062684754  | -0.2653922771465953  |
|  1470 | -0.22818231363005737 | -0.26536877699219713 |
|  1471 | -0.22815994792215533 | -0.2653453047852476  |
|  1472 | -0.22813760909671515 | -0.2653218604810984  |
|  1473 | -0.22811529710579534 | -0.2652984440351934  |
|  1474 | -0.22809301190156708 | -0.2652750554030688  |
|  1475 | -0.2280707534363136  | -0.26525169454035186 |
|  1476 | -0.22804852166243017 | -0.2652283614027616  |
|  1477 | -0.2280263165324233  | -0.2652050559461081  |
|  1478 | -0.22800413799891112 | -0.26518177812629207 |
|  1479 | -0.22798198601462233 | -0.2651585278993054  |
|  1480 | -0.22795986053239622 | -0.26513530522122963 |
|  1481 | -0.22793776150518252 | -0.26511211004823715 |
|  1482 | -0.22791568888604075 | -0.2650889423365904  |
|  1483 | -0.22789364262813985 | -0.26506580204264146 |
|  1484 | -0.22787162268475838 | -0.26504268912283147 |
|  1485 | -0.22784962900928377 | -0.2650196035336918  |
|  1486 | -0.22782766155521192 | -0.2649965452318417  |
|  1487 | -0.22780572027614718 | -0.2649735141739904  |
|  1488 | -0.22778380512580199 | -0.26495051031693523 |
|  1489 | -0.22776191605799645 | -0.2649275336175619  |
|  1490 | -0.22774005302665798 | -0.26490458403284445 |
|  1491 | -0.22771821598582115 | -0.2648816615198451  |
|  1492 | -0.22769640488962736 | -0.26485876603571323 |
|  1493 | -0.22767461969232436 | -0.2648358975376863  |
|  1494 | -0.22765286034826604 | -0.2648130559830889  |
|  1495 | -0.22763112681191233 | -0.26479024132933227 |
|  1496 | -0.22760941903782853 | -0.2647674535339152  |
|  1497 | -0.22758773698068527 | -0.26474469255442257 |
|  1498 | -0.22756608059525812 | -0.2647219583485263  |
|  1499 | -0.22754444983642722 | -0.2646992508739838  |
|  1500 | -0.22752284465917705 | -0.2646765700886392  |
|  1501 | -0.22750126501859622 | -0.2646539159504217  |
|  1502 |  -0.227479710869877  | -0.26463128841734646 |
|  1503 | -0.2274581821683151  |  -0.264608687447514  |
|  1504 | -0.22743667886930952 | -0.2645861129991096  |
|  1505 | -0.22741520092836168 | -0.26456356503040435 |
|  1506 | -0.22739374830107603 | -0.2645410434997528  |
|  1507 | -0.22737232094315915 |  -0.264518548365595  |
|  1508 | -0.22735091881041938 |  -0.264496079586455  |
|  1509 | -0.22732954185876703 | -0.2644736371209407  |
|  1510 | -0.2273081900442135  | -0.2644512209277438  |
|  1511 | -0.22728686332287146 | -0.2644288309656401  |
|  1512 | -0.22726556165095446 | -0.26440646719348887 |
|  1513 | -0.22724428498477617 | -0.26438412957023194 |
|  1514 | -0.22722303328075102 | -0.26436181805489467 |
|  1515 | -0.22720180649539287 | -0.2643395326065855  |
|  1516 | -0.22718060458531583 | -0.2643172731844948  |
|  1517 | -0.22715942750723273 | -0.26429503974789575 |
|  1518 | -0.22713827521795593 | -0.26427283225614384 |
|  1519 | -0.22711714767439645 | -0.2642506506686763  |
|  1520 | -0.22709604483356385 | -0.2642284949450122  |
|  1521 | -0.22707496665256602 | -0.26420636504475253 |
|  1522 | -0.22705391308860856 | -0.2641842609275792  |
|  1523 | -0.22703288409899502 | -0.26416218255325546 |
|  1524 | -0.22701187964112626 | -0.2641401298816258  |
|  1525 | -0.22699089967250036 |  -0.264118102872615  |
|  1526 | -0.22696994415071206 | -0.2640961014862293  |
|  1527 | -0.22694901303345297 | -0.2640741256825543  |
|  1528 | -0.22692810627851073 | -0.2640521754217561  |
|  1529 | -0.22690722384376907 | -0.2640302506640814  |
|  1530 | -0.22688636568720782 | -0.2640083513698561  |
|  1531 | -0.22686553176690183 | -0.2639864774994855  |
|  1532 | -0.22684472204102143 | -0.26396462901345497 |
|  1533 | -0.22682393646783205 | -0.26394280587232855 |
|  1534 | -0.22680317500569333 | -0.2639210080367494  |
|  1535 | -0.22678243761305986 | -0.2638992354674398  |
|  1536 | -0.2267617242484801  | -0.26387748812520007 |
|  1537 | -0.22674103487059635 |  -0.26385576597091   |
|  1538 | -0.2267203694381449  | -0.2638340689655257  |
|  1539 | -0.22669972790995488 | -0.2638123970700834  |
|  1540 | -0.22667911024494905 | -0.26379075024569604 |
|  1541 | -0.22665851640214252 | -0.2637691284535543  |
|  1542 | -0.2266379463406434  | -0.26374753165492665 |
